record_id,proba
0,0.500001466470984
1,0.5000017200260681
2,0.5018740266442212
3,0.499241306460387
4,0.49942184105076165
5,0.4996944714246075
6,0.5008479254653738
7,0.5015212991982778
8,0.4969953181857524
9,0.501388047206512
10,0.5001703802698496
11,0.5013289795514878
12,0.5040664674785832
13,0.5000013813255901
14,0.49970570226400096
15,0.5008006744433126
16,0.5005550724278413
17,0.5002204312969942
18,0.500414275726528
19,0.4914129355109467
20,0.5022256323208487
21,0.5002655230937101
22,0.5021864671211348
23,0.5000018595766335
24,0.4986006814027855
25,0.5005904581486073
26,0.500000647022482
27,0.48880774158542806
28,0.501441749498917
29,0.5002196305041642
30,0.5000018186217765
31,0.5000018047625848
32,0.5000008931202462
33,0.5032832340641994
34,0.5017571407475728
35,0.5000014163524821
36,0.4996634365060504
37,0.500003308402905
38,0.501479536738915
39,0.5001600592464861
40,0.5057323340311531
41,0.5000016457611154
42,0.5006935729065793
43,0.5003069386840278
44,0.5010363393012682
45,0.5050679931368719
46,0.5015327527296883
47,0.5000893789621745
48,0.49937107476944353
49,0.5024125422883742
50,0.5005074680056723
51,0.4948208770484765
52,0.500001418786835
53,0.5013680479015615
54,0.49914358017726956
55,0.502586795250027
56,0.5004141181124931
57,0.5000019737535385
58,0.5030772411892089
59,0.5009979888612517
60,0.500002275096835
61,0.4961483721570282
62,0.4961531565576594
63,0.5005420494228412
64,0.49615602300140865
65,0.5001668111353444
66,0.490061563424059
67,0.4986238574312633
68,0.5032331331402644
69,0.49958544009428174
70,0.5000016286677051
71,0.4976995266297233
72,0.5008176498146343
73,0.5114923956856329
74,0.4853890637842014
75,0.50287347333235
76,0.5015695087465781
77,0.5037904488261653
78,0.4991256185551219
79,0.5022109308106074
80,0.500068223309602
81,0.5011169790132407
82,0.4995081899496007
83,0.49930726189980995
84,0.5004164934839956
85,0.4995835129145034
86,0.49918588423497107
87,0.5000017764579496
88,0.5024199127206592
89,0.49027182878226067
90,0.5041937670022851
91,0.4976415903527375
92,0.5002751710587834
93,0.5000761621473236
94,0.4969190196110905
95,0.5000507522238231
96,0.5031110251545275
97,0.49991419626576555
98,0.5014323273300503
99,0.5007565845959697
100,0.501353661614491
101,0.49998552268682045
102,0.5001021320727982
103,0.5008748316355149
104,0.49986833851220097
105,0.5019439553474272
106,0.4994629284265406
107,0.5003066011052956
108,0.49923515365965243
109,0.5000792831381866
110,0.49977921446104645
111,0.5034241935633144
112,0.5021952779562877
113,0.49971819242256815
114,0.4997708156251078
115,0.5020257192817321
116,0.5024397521065063
117,0.5005097675473504
118,0.5014018414385538
119,0.5015949981522659
120,0.5029903843108515
121,0.5000012099384155
122,0.4976920813272507
123,0.4964591966733166
124,0.4978652586102991
125,0.5014489012136389
126,0.5000026021628964
127,0.5000618889044421
128,0.5004108542662047
129,0.5018656312410491
130,0.5012559363058565
131,0.49853085684088966
132,0.5000829042976844
133,0.49750508645395636
134,0.500001112820333
135,0.50228917635054
136,0.5016264823657426
137,0.49794934351325765
138,0.5031761090159353
139,0.5034714219045991
140,0.5025422340350173
141,0.4886766386299813
142,0.5007891107251664
143,0.49917727069810025
144,0.4990662075147879
145,0.5010235283771662
146,0.5033150617044335
147,0.5004869446857517
148,0.4990866150249264
149,0.49707613777549003
150,0.4991627323550866
151,0.4970297201704008
152,0.5018737560931603
153,0.4993273640500428
154,0.49748158460035663
155,0.498736391496941
156,0.50062252188242
157,0.502820178211487
158,0.5006461177556564
159,0.5017739561121963
160,0.5013452243985432
161,0.5008088216791609
162,0.5014055428719502
163,0.49968876910258847
164,0.49593491933191086
165,0.5000016372903878
166,0.500001667428996
167,0.5002622366291818
168,0.5037340526949495
169,0.5062826459780314
170,0.501528107910493
171,0.5027081826978801
172,0.49623050836788907
173,0.500869919236446
174,0.5029960704731833
175,0.5012275304479098
176,0.5002617400156071
177,0.5009185535734532
178,0.501092625507681
179,0.5003633829090949
180,0.5008084800366179
181,0.5003872126676489
182,0.5002720868688881
183,0.5021027202826472
184,0.5019432706097515
185,0.5013304573315345
186,0.5042899337193288
187,0.5011805960856479
188,0.5010854066887044
189,0.502341587622845
190,0.5011557545147893
191,0.49958899161616277
192,0.49913763953504897
193,0.5031012621638343
194,0.5002349974874115
195,0.5011418887769508
196,0.5084281698299379
197,0.4993512703230028
198,0.5000631597490048
199,0.4994910891962384
200,0.5026146523427135
201,0.5019484322740122
202,0.5013209704962786
203,0.5017226007322613
204,0.5015628563134419
205,0.49998959125809855
206,0.5007791442265919
207,0.5021958964903158
208,0.5041216859645796
209,0.5007406955435919
210,0.5005861850261323
211,0.5008749910504252
212,0.5004075331299546
213,0.5001338071277337
214,0.5014736392439376
215,0.49924593683324725
216,0.4988068127278825
217,0.4992266477689141
218,0.5017112755446722
219,0.5010920497790398
220,0.49978462997224143
221,0.4999112444702181
222,0.5001149186094819
223,0.5004988405313385
224,0.5015505659799555
225,0.5005493684696846
226,0.5003145130129223
227,0.495294182846929
228,0.5010147960297838
229,0.5000278358661931
230,0.49959078867172607
231,0.5023370579231212
232,0.503031273790354
233,0.5047348990476254
234,0.5012202132164604
235,0.5016794589635117
236,0.5003754795406402
237,0.5002137995469471
238,0.5020641414244281
239,0.5000223632734719
240,0.5006043660591227
241,0.4984536403226422
242,0.4942312206315523
243,0.5003325628775716
244,0.501081203078635
245,0.5000015780296009
246,0.5015253585702094
247,0.5008316534435122
248,0.5007231532475361
249,0.497848612295922
250,0.5014070065527642
251,0.5026562917323847
252,0.5612570595425533
253,0.4964591966733166
254,0.4919544897366523
255,0.505772038679921
256,0.5002080811998325
257,0.4978034223749863
258,0.4943203411157142
259,0.49473140124855497
260,0.4991116901625212
261,0.4966730275100368
262,0.5030828096409043
263,0.5033552364721668
264,0.5007566900850523
265,0.4997267056780874
266,0.5013582360029367
267,0.5009174949161662
268,0.5035448334273692
269,0.49762380812539225
270,0.499862865179227
271,0.5000016820408465
272,0.5000018922435568
273,0.5024919504499633
274,0.5013305723064198
275,0.49904788486953183
276,0.49989291308410083
277,0.4989152918773413
278,0.49967002234929947
279,0.5003196018984459
280,0.5027295368202702
281,0.49625647006271256
282,0.5018056566783242
283,0.5194866677738786
284,0.5000013524818034
285,0.4994108901765513
286,0.5023509089219248
287,0.49991008657674935
288,0.5033670804117223
289,0.5141598240690365
290,0.5091275696260977
291,0.4958169979466482
292,0.49934528161386627
293,0.5005768884999391
294,0.5026844937467461
295,0.5001362862804943
296,0.5008560012292059
297,0.4987353410185293
298,0.5015287617165954
299,0.5008425200148984
300,0.49720178960779526
301,0.500252690189563
302,0.5001122116589992
303,0.5005077295655399
304,0.5013155218939289
305,0.5007868602085856
306,0.5000013635299647
307,0.49550171513357916
308,0.5019264425122595
309,0.5009210918746234
310,0.5021112025063486
311,0.5033002683296384
312,0.5110670032238686
313,0.5037270907744632
314,0.5112268790085389
315,0.5075311973673888
316,0.5010727389658984
317,0.4995463038792476
318,0.5144741885645959
319,0.5022927959760742
320,0.5032785907503791
321,0.502275275934512
322,0.4992577966201003
323,0.5141370578848838
324,0.5003424391410745
325,0.5006617284530487
326,0.49747103004738713
327,0.5014817895392333
328,0.5006993526228868
329,0.502313269572337
330,0.5014533373650976
331,0.5023518668718504
332,0.49975361222101783
333,0.49822266839996515
334,0.4997460049853705
335,0.5000675918028962
336,0.5018855711586552
337,0.505766853147745
338,0.499048048343674
339,0.49932280794738043
340,0.5001946500859349
341,0.5023332194632694
342,0.5009546896787772
343,0.4995696090470116
344,0.5000016749292793
345,0.5009591384924349
346,0.49998551258082224
347,0.5002003466806367
348,0.4997949881788653
349,0.5181282336482603
350,0.5034430352741072
351,0.5012489572124348
352,0.5134010528157995
353,0.5038383059797851
354,0.4997707125281869
355,0.5046880745822653
356,0.5004770439768695
357,0.500575492449748
358,0.5002360231403095
359,0.5050662932816703
360,0.5019757983839577
361,0.5094972685909601
362,0.501721737007406
363,0.5006071301848068
364,0.5015412392253927
365,0.4997912213990019
366,0.4986308746251061
367,0.5014174921801906
368,0.5058327230108562
369,0.49777496914970126
370,0.4985947169120387
371,0.5013262546478545
372,0.5039538630519552
373,0.5028461802715829
374,0.499237865796175
375,0.5005482428964473
376,0.5004500788300987
377,0.5034166134099332
378,0.5056678831296048
379,0.5036915233838765
380,0.5035175786561848
381,0.5034091235519994
382,0.500346201408957
383,0.5017476727892693
384,0.4993286191998824
385,0.5014139974339821
386,0.5007400260776602
387,0.5070136196852335
388,0.5067039147194344
389,0.5005352919182989
390,0.5010384823686707
391,0.5005575595767576
392,0.5000014252707193
393,0.5018804895649205
394,0.4966858610536712
395,0.5027173043408764
396,0.5024286158063561
397,0.49717089547634047
398,0.5059793931100767
399,0.5012229396178426
400,0.5005608636878636
401,0.5005086288994227
402,0.5085367263888707
403,0.5021419978579701
404,0.50427508120871
405,0.5066098516433354
406,0.5044589601537751
407,0.4992182739216477
408,0.4991018138828449
409,0.5051588348507676
410,0.502542595476878
411,0.5018403787308461
412,0.5023739048097305
413,0.5003443909300503
414,0.5059530176488074
415,0.5000020745495992
416,0.5000569407978545
417,0.5015667652754469
418,0.502624584117298
419,0.5056005962564669
420,0.49832388951261997
421,0.49964789339697785
422,0.49928072536444307
423,0.49991034694382935
424,0.5016785038213766
425,0.5018416602051364
426,0.49892091902985547
427,0.4991229701796657
428,0.5003027397728166
429,0.49856294103447985
430,0.498961389830074
431,0.5001967104605982
432,0.5007230363504303
433,0.5008562006626109
434,0.5006124589924464
435,0.5003161668332212
436,0.5005751248359126
437,0.5003451785328712
438,0.5008367792056393
